text,label
10944, every day IQ gets lower lower wan na nazi barbie going pile maga goo bottom set soon enough,1
10945, ? ? A liberal ? ? intellectual ? ? nothing bigot shamelessness peak,1
10946, lol funny,0
10947, president I elected loves american citizens liberals shown true colors ant- american horrible morals lawless behavior cant relitigate  election elected get used !,0
10948, yes course perfect fit,0
10949, taking kavanaugh able diagnose accuser,0
10950, ford knew moment came forward anonymously '' name would get effort stall kavanaugh nomination  yo accusations knowingly ca n't proven throw mud last minute resistance looks like '',0
10951, know dan I used think pretty competent newsman I clearly see nothing paid whore sells stellar reputation trying relevant ?,0
10952, come,0
10953, I wo n't say n't compared antifa protests even comparable,0
10954, technique key,0
10955, accusations write book never affair true would trust u took money still told people call prostitute name maga ,0
10956, also say walk away '' ? '',0
10957, know canada wants ? seem enough problems liberals right,0
10958, work ? seems path washington deficit -the biggest deficit ever,0
10959, feel free start antifa ,0
10960, unkind pin ! ! !,1
10961, come disavow WS  sign else linked charlottesville trump  say antifa bad ...,0
10962, men decent respectful so-called conservatives knack finding elevating sexual predators ?,1
10963, wrong side gun control already knew,0
10964, libs circle wagons protect,0
10965, lolol god a**hole,1
10966, yes would n't accept 're better 's nice,0
10967, oh nooooos ! ! ! I hope safe storm ! !,0
10968, I better idea mr guterriz whatever name resign amp go THE HELL back wherever hell people came sake country ! ! ! ! ! !,1
10970, heart prayers go parents staff blossomwood elementary school shooting huntsville several injuries reported get grip gun control problem,0
10971, MOGG jacobreesmogg calls chuckchequers 'chequers pleases nobody primeminister ' BBC SKY LBC tory tories,1
10972, 's brexit ,0
10973, think going get better,0
10974, alright imma need explanation,0
10975, oh 's like I 'm talking say antifa violence one ever says charlottesville ? '' even though I 'm talking antifa neo-nazis '',0
10976, every identity deals rep differently say conservatives n't ostracized canadian campuses views pretty dumb never seen conservative booth uni society expo ? let alone even try organize something conservative ?,0
10977, finally god bless need advocacy,0
10978, girl ! foundation ? ! ? !,0
10979, I guess needs learn gun control,0
10980, awh thanks babe I  really upset depression taking everyone I know love people I admire RIP mac miller  I  want anyone ever think alone fight !,0
10981, dufus year would like ... ! ! !,0
10982, hooray ! !,0
10983, please source video antifa '' violent towards let 's see sources '',0
10984, redwave coming ! ! 's ok tho conservative harm b/c political ideals cant say liberals tho liberals vile nasty opposing views,1
10985, I got u MAGA clearflynnnow,0
10986, 's going creek obama clinton,0
10987, gets closer november left full panic mode talking points forever th amendment ok idiots let  see try,1
10988, beauty theview one pretends leftist maga,1
10989, owl  kid commander antifa one day he/she  time college busy fighting nazis camera,0
10990,  rehabilitate pervert zero tolerance disappointed pope,1
10991, dog  sooo unique adorable ,0
10992, babble ! ! !,0
10993, I know exactly works steal money regulations taxes people ca n't thing government monopoly violence think democrats desperately need gun control ? want even power people,1
10994, n't watch NFL games guy shove pie hole,1
10995, 're democrats right ? 're hiding anymore ! fakejournalists fakenews nohonor MAGA,1
10996, lethargic voters get deserve ! aggressive voters MAGA,1
10997, aww bradley cute,0
10998, soulmate/ life partner  yes  ! !,0
10999, haha set ,0
11000, YOU ARE SO CORRECT JIN IS A WHOLE CRACKHEAD,0
11001,  research gun control psy ops aka schools,0
11002, I hope season !,0
11003, agreed ! wrong senator collins suggest tho victim trial - !,0
11004, billion human beings spare capacity according one world government end game agenda ~ billion includes BILLION muslims ~ MAGA ought'a keep heart amp mind ~ religiousfreedom republic freedomandjusticeforall ~,0
11005, horse shhh !  viewed !,0
11006, I friend saying past years setting disappointment,0
11007, tell us really feel america bill maher  MAGA votered,0
11008, 's like amp flying never airplane unless donnie takes plane amp holds hand whole time sit right next knowing would sit lap amp hold 'm afraid fly,0
11009, thank president trump god hearing prayers MAGA,0
11010,,0
11011, fails realize party antifa A complete lack self awareness people dangerous enemyofthepeople,1
11012, n't ask antifa safe people feel ?,0
11013, allusion must-keep-growing economy dependence bullshit jobs pay back unnecessary debt create growth prevent whole thing falling I vote according circumstances time election,0
11014, excuse best wants hang,0
11015, democrats let animals like country get power back,1
11016,  piece explaining allegations conservative bias conservatives calling regulation,0
11017, spending contributions vote ted cruz ! ! ! !,0
11018, ugh love gamecocks stay safe come home us soon ,0
11019, one democrats controlled major cities long  bankrupted left minority  others desperation crime alternative life instead hand outs maybe teach better way,1
11020, aim higher !,0
11021, embarrassing !,0
11022, gun control  correlate safety  facts take time ponder,0
11023, trump n't want FBI investigate dr. ford 's claim b/c ivana trump reported trump raped A culture dirty old sexual perverted men GOP neo liberals thing dr. ford anita hill white men respect women,1
11024, keep telling like ! MAGA,0
11025, maybe gangs chicago show discuss philosophy guns gun control sensible gun legislative measures since chicago chicago home gun violence US,0
11026, freaking ass,1
11027, yes mothers deranged left make little boys ! really going let happen ? pure EVIL ! votedemsout MAGA  confirmjudgekavanaugh,1
11028, billy clinton 's welfare reform '' caused clear billy clinton republican lite like hillary clinton 's campaign progressivism govern conservatives '',0
11029, enough enough ? abhorrent inexcusable fearless leader seems forgotten public servant,1
11030, I 'm mn I wish would also supports antifa connected muslim brotherhood I n't want power,0
11031, today history repeating liberals got away disgusting tricks long ! need stopped deeply damaging country democrats concerned country power money I know NEVER happen,0
11032, also sick alerts doctor side,0
11033, reason number  conservatives  comedy,0
11034, oh guys dont censor right ... fucking hypocrites,1
11035, killing number finishing time ... parole ... done,0
11036, rape never happened lying ? word gospel ? many women gold diggers avengers liars,1
11037, I like dating  months finally understand I cringe word cock lol,1
11038, /COPY,0
11039, antifa n't democrat BLM mostly peaceful,0
11040, please get OFF first take ! yell wayy much seem like asshole set I litterly ca n't hear anything screaming obvious dont like like dude stfu ! !,1
11041, n't surprise texans hate liberals w/ soros backing,1
11042, gt tfw lesbian,1
11043, gun control nuts allowed protected thing supposedly despise use knife disarmharrisnow,1
11044, followed patriots  MAGA  thank advance follow back  MAGA  votered,0
11045, suggest remove ?,0
11046, keep telling lie I think liberals believe focusing need yet many million sitting veterans budget intention funding,1
11047, zimmerman belongs prison killing travon martin florida needs change gun control laws,1
11048, I laundromat reading comments last night  basically saying porch monkey term used years ago  liberals  made racist thing snowballed lol,0
11049, liberals sure love spend people 's money ! ! ! ! ! ! hope change '' really works well obamas multi millionaires fortunes really changed better ! ! ! ! ! ! liberals brain cells left 'd vote president trump ! '',1
11050, sick ass people,1
11051, I  sure air breathing also bad,1
11052, juan williams called diamond silk minstrel show know !,0
11053, see stand issues ? border wall ? gun control ? abortion ? support president trump agenda ?,0
11054, EXACTLY THE way  DEFENDS PEDOPHELIA ... POLITICIZED SCIENCE ... ANTIFA RIOTS ... FURTHER cause ... one MAN/ENTITY ... totally charge whole world superstitious ?,0
11055, exactly I  watched two years I refuse former fan I think jerry jones disgrace people helped make rich,1
11056,  nonsense I  seen one tweet ever ! !,0
11057, german  give us ? gun control ?,1
11058, kate gun safety '' code word gun control n't anything `` safe '' gun control limits law abiding citizens law breakers ignore ALL laws wake ! folks MN need get liberal wagon vote patriots ... vote red !  '',1
11059, delusion think calling HRC backers idiots attacking messenger MESSENGERS ones signed took delivery message packaged sent DNC,1
11060, reputation ? REPUTATION ? schitt reputation away ANTIFA activist ! like good old v.i.lenin said - scoundrel may useful BECAUSE scoundrel '' ! '',1
11061, hi guy fieri like cool person earth love shows love red car love classic cars,0
11062, ... 's anti antifa '' means dos n't like domestic terrorists probably watch CNN stop let mind control wear '',0
11063, watch catching plane hungary beat ass,1
11064, 's biggest worry never seen attacks press say blue face lose freedom press lose repeat lie long enough people believe keep n't let win,0
11065, imagining found picture bret holding woman like liberals go insane,1
11066, know admissible attempting contaminate jury working overtime ensure found guilty ...,0
11067, ciara stopped much dumb ass shit god bless woman,1
11068, shit come unc !,0
11069, aaron finding sending locomotive funny aware symbolises trains jews sent deaths,1
11070, voted trigger article  complicit,1
11071, MAGA KAG TRUMP TRUMP=HERO TRUMP=LEADER WELUVTRUMP ,0
11072, republiklan maga wearing traitors going dig childhood toy chest post videos burning ernie amp bert dolls ? ernieandbert sesamestreet toad mariokart traitortrump traitortoad,1
11073, I tell lying lips moving think I voted lies mug conservatives never receive vote,0
11074,  forget antifa amp southern poverty smear center,0
11075, liberals complain time evaluate records sit anonymous letter weeks wait like criminal assassinate character good man end.despicable,1
11076, jesus christ liberals start young brainwashing,1
11077,  watch moron movies,1
11078, funny believes ANTIFA thing calls reality checks ,0
11079, liberals always find new low achieve,0
11080, vote ted cruz ! MAGA buildthatwall,0
11081,  king ? maga,0
11082, another trying get back spotlight paul mccartney go back england shut,1
11083, creepy joe roaming hands little girls one noncreditable demonrats I ever seen amp jill wo n't talk disgusting pervert actions hate disapproval conservatives trump like hillary shut go away,1
11084, go meeeeeeee,0
11085, know conservatives worried try show heart,0
11086, good lord woman dipshit !,1
11087, pants drooping ass ...,1
11088, glad I basically never watch NFL,0
11089, ha ha yes fuck yes ,1
11090, republicans never admit deepstate part deepstate ! really runs DC ? federal employees amp appointees liberals/leftists politicians come amp go ... LIFE ! MAGA rnc gop foxnews,0
11091, chinese spy  years drove fenstine china wants it- reason feinstein realeased name dem activist academia fingering kavanaughconfirmationhearing NEWS jobs job marketing music art fashion shopmycloset florence projectmanagement crypto MAGA,0
11092, perceptive sweetie !,0
11093, would trade jimmy mcbuckets ? know big westbrook fan,0
11094, red roses swarm conservatives pounce need verb,1
11095, problem senator marco rubio NRA payroll  taken  million dollars NRA  going anything sensible gun control,0
11096, far-right attacks plots FAR outnumber antifa counterprotests attacks documented,0
11097,  PATRIOTS amp ANONS  old SOROS shopping !  MAGA confirmkavanaugh deepstate,0
11098,  clear mps put party ahead conscience ldconfbrexit,0
11099, ... stunning,0
11100, OLIVIA YOU ARE KILLING IT,0
11101, I protected identity privacy reasons,0
11102, put gun control policy website,0
11103, making weird gestures two  friends unless  weird friends employees ,0
11104, monuments torn next  years ? much consternation conservatives,1
11105,  bitches psycho,1
11106, ..aand 's answer..,0
11107, n't listen disgrace amp trying score points MSM juan williams disappointing listen I liked opinion things,0
11108, congratulations surpassing  million subs youtube bhuvan sir first indian cross  million subs,0
11109, lol fuck,1
11110, impressive corruption lies,1
11111, took away constitution us congress refuses restore us ? article  sec  taken away.. NO gun control laws anymore OBAMA STUPID MAN,1
11112, bring ! I look fwd must-see TV drama one knowledgeable legal minds country SCOTUS nominee cross examine lady events  yrs ago already shown ca n't remember location/time/people involved MAGA,0
11113, supposed heed warnings july ~ ,0
11114, far left antifa bunch bullies get brave mob confronting seems everyone nazi different opinion,1
11115,  always corey non-issue,0
11116, fat ass ... heart attack city ... .. keep eating fat ass ...,1
11117, daughter parents illogical hypocrites,1
11118, 's amazing people see things different !,0
11119, cute ,0
11120, ,0
11121, congrats naomi ! U deserved win U showed true sportsmanship serena  meltdown I would like apologize behavior embarrassment US ejected arguing side chair thinks superior ,1
11122, let 's use TREASON laws remove holder planet ...,1
11123, I beat ass,1
11124, obama zero accomplishments worst president r leader country hands shows liberal lunacy worship total loser n't know want..no party goals nothing except complain TRUMPS accomplishments fu*k liberals,1
11125, god appoint trump devil appointed I make sure I part make sure n't get reelected voting pious man definitely even spiritual 's scum earth,1
11126, anything help thank patriots maga dont hear thanking help share bc im loose signal rain batt die I got ta get place plug thanks folks god bless,1
11127, yea fan run score,0
11128, brandmatters teams guncontrol group  simply stand silently ,0
11129, get antifa violence charts gun deaths trump ? keep moving goal posts defending antifa violence posting  year old kkk statistics claiming threat democrat rallies like violence republicans experience ?,0
11130, bet ya ryan  wait ...,0
11131, I thought said NYT  failing   fake news   true  made !,1
11132, I think abnormal,1
11133, screaming attacking judge ? sure,0
11134, awesome,0
11135, PR shit hole run corrupt liberals DESTROYED take years years years rebuild,1
11136, apologized blood water big mistake,0
11137, people fail understand second amendment 's purpose protect citizenry government takeover SHOULD NOT talking gun control,0
11138, report sure check lists '' see name 's compiled target list antifa ... .accompanied subscriber list ... .targeting trump supporters antifa '',0
11139, husband despicable person narcissist cares one - including you-,1
11140, look date tweet - TELLING sure MAGA,0
11141, emmy hosts monday night take shots trump conservatives - MAGA boycotthollywood,0
11142, 'higher ' education buys ! 's call liberal arts '' saveamericafromdemocrats voteredtosaveamerica KAG MAGA,0
11143, mine go drafts stop crap I 'm gathering proof censoring conservatives,1
11144, cares looks,0
11145, I 've done thing immigration states ' rights gun control '' one input lol fair I better setup twitter thread though '',0
11146, laura ingraham followed russian-infiltrated NRA 's order attack parkland victims decided vociferously advocate gun control time vying kellyanne *gag* conway 's position,0
11147, equation democrats BLM antifa '' funny 's roughly like equating american mathematical society mathematics education advocates ultrafinitists believing exists research group called `` ultrafinitists '' '',0
11148, embarrassment  whole bravo viewing audience needs  b kicked  curb quickly man worth dignity,0
11149, I know  I still  think  real,0
11150, childish unprofessional,1
11151, antifa fascists since indoctrinated probably n't even know fascism actually antifa fighting neo-nazis '' fighting anyone n't call nazis justify hate '',0
11152, n't forget comment I 'm woman standing man like tammy wynette '' thus complicit enabling bimbo '',0
11153, 'd laugh modern antifa,0
11154, boom maybe book deal isnt good idea ? fisadeclassification maga qanon trustsessions wow corruption runs deep,0
11155, engaged another activity INVOLVING looking away road camera literally distracted driving idk 're arguing ,0
11156, america better retire flakey jeff flake go away ... ...,1
11157, one I bet people organizers antifa ! !,0
11158,  says he/she white white people notice many shitty white people I one sees ?,1
11159, hahahaha like vacation bunch liberals oops ,0
11160, real ones,0
11161, absolute favorite sharp objects absolutely sensational,0
11162, n't bothering however moment looked phone sighed I 'm sorry growing way I I 'm little bit hard ass people give compliments I apologise n't  '',0
11163, need look keith 's treatment women ... dems already know ... MAGA !,0
11164,  're falsifying prefabricated story hurting women ACTUALLY experience WALKAWAY GORKEDDEMS MAGA WWGWGA,0
11165, one  journalists  mentioned arrest corrupt mayor yesterday I guess busy getting blown away wind,1
11166, disrespect oh pope need step ...,0
11167, antifa tell truth ?,0
11168, people fail understand second amendment 's purpose protect citizenry government takeover SHOULD NOT talking gun control,0
11169, oink,0
11170, nigga bouta go direct traffic w style,0
11171, aware awful management baja tri race '' happening ? '',0
11172, deep disgrace abuse rights existence relativity even generation mine knows RAE low life opportunist government people suck liberal dick alt left nazi !,1
11173, good 's mess,1
11174, using thought/conspiracy would safe argue liberals concocted stalling order help liberals interest perfect pawn would play fearful process thereby helping confuse amp prolong process,1
11175, best player ever,0
11176, let  keep MAGA ! !  MAGA ! ! ,0
11177, remember time cited clearly well-known fake antifa account paper ? good times,0
11178, I think becka belongs room trash making comments like I n't hear denouncing ANTIFA ... ironically models flag nazis,1
11179, got u- please follow back,0
11180, danish party wants deport muslims welfare growing fast oh conservatives UK n't focus I 'll never know MBGA,0
11181, wrong liberals scared say try stop us heard demswanttotalcontrol libsthinktheyhavealltheanswers freedomofspeechforall,0
11182, go eat burgers  butthead !,0
11183, releasethecures declassifyfisa  itstime lockthemallup WWGWGA  greatawakening winning qanon MAGA guess ! bitchute,0
11184, must pray every single day,0
11185,  yrs old,0
11186, handsome !,0
11187, according liberals yes ! guilty unless proves innocence ! wait man ? trusted ever ! dare make claim woman ! women sins man ! perfect !,1
11188, congrats bravery,0
11189, worry fast furious scandal etc..,0
11190, pathetic,1
11191, guess really perpetuating garbage ? ? LIBERALS,1
11192, I democrat many I believe gun control gun safety I believe nd amendment,0
11193, frickin adorable,0
11194, m'eh.. I bet easily prettiest thing ! ,0
11195, conservatives everywhere small red town kids need spanked put god first need know consequences ! '' also `` brettkavanuagh n't held responsible something  ! ! hypocrites sleep night ? '',1
11196, politically neutral '' yeah sure buddy mean milquetoast conservatives even never trump ones agree trump 's policies whole gay marriage abortion seems like bare minimum '',0
11197, crook walking free ?,1
11198, may able reconnect mind trying us ? ,0
11199, love everything including voice vibe body sound flow awesome yummy waiting next song u make good luck journey,0
11200, total psyop point anger liberals keep divided dont leave sorry ass party,1
11201, wow actually terrible imagine proud getting people disaster zone finding water arrested store owner n't want arrested awful person,1
11202, word cause music SLAPS THERE 'S NO REASON SHE SHOULD N'T BE SELLING OUT BIG ASS SHOWS idk n't DESERVES,1
11203, incredible,0
11204, russia ivan terrible FSU willie terrible FSU bitch rod michigan tango charlie texas pay piece shit  million put  points first two FBS opponents even western michigan scores  syracuse,1
11205, wow ... mid way  theresa may conservatives discover social housing exists,0
11206, I DO HOPE whomever works twitter likes cause hell IT BACKFIRES ON THEM,0
11207, doubling absolutely stupid never double pair eights !,1
11208, guess getting low numbers !,0
11209, stopkavanaugh sendhim home kavanaugh allegation conservatives go soft teen crime smartnews,0
11210, republicans sign plan fuck trump '' considering failure legitimate platform 's better republican sure-tragedy alternative '',1
11211, anyone knows anything please help 's going end life already gone know anything please,0
11212, two prominent backwards conservatives removed texas education looks like 're blind deaf dumb helen keller,1
11213, mueller fired win mid terms,0
11214, hey jim ... chick likes carry images decapitated ? two meet maybe ? SMH,0
11215, always remember rockstar,0
11216, issue volatile temper-she threatened lineswoman clearly .k penalty imposed harsh enough repeat offender get caught speeding/jaywalking fined-odds think twice,0
11217, I believe formerly law enforcement career change,0
11218, ppl multimillion dollar socialist liberals new york ya problem,0
11219, lambda would lower end others saying high end trying influence anyway right I n't using better investment '' exclusively return pov `` quality life return '' pov ... money '',0
11220, since 're medical field I 'm sure knowledgeable,0
11221, think let ECB handle brexit amp conservatives handle new tournament might actually make less mess ?,0
11222, A recycled tweet stir passions men watch porn strangely insult women make well done BB,0
11223, lowest unemployment rate ever recorded hispanic asian amp african americans jobs highest wage growth since highest american employment ever america history lower taxes educational opportunities wecall winning MAGA qanon,0
11224, fine people referring military vets amp others legal permit protest removal historical statue  good enough ? standards counter protesters antifa,0
11225, oh heaven 's sake ,0
11226, time tell type jump lefty bandwagon demonize someone fair chance policies either huge failure like liberals result losing next election success ontario dig hole,1
11227, brennan still sniffles cecil lion,0
11228, john moore called,0
11229, irish like tweet ... ireland nuetral WWII ? ? bono gives NAZI salute ... yawn.nothing new,1
11230, nothing russia ..case closed ..yawn ! maga,0
11231, 's seeing want see think people want look manly powerful I see expressing solidarity useless thing mock,1
11232, stale,0
11233, hahah ask books bible quran ? ? ? see.. may part urban naxal,0
11234, democrats suffering trump derangement syndrome desperate dirty tricks wo n't work end inevitable MAGA TDS walkawayfromdemocrats,1
11235, chills ' GOAT levels rendered kal 's basic human communication capabilities completely useless goes show powerful unit,0
11236, attending meetings regularly maybe consider polit bureau,0
11237, hol tl see  tht big dick energy ,1
11238, eric u got alot balls ...,1
11239, happy birthday delaney ! I hope enjoying college miss,0
11240, YUP liberals I mean fans liberal democracy '' happy let everyone else around die long maintain comfortable existence 's fucking disgrace need get ball rolling serious socialist organizing survive '',0
11241, canadian came made good US disrespects serve served country appreciation ?,0
11242, total phony,1
11243, launching campaign mississauga working socially economically responsible city !,0
11244, I 've noticed 'capitalist ' idea individual rights never extends rights individual act concert individuals towards common goal socialism capitalism assumes everything selfish profit-driven,0
11245, great fillin,0
11246, best warrior ,0
11247,  reasons right-wing friend  budging gun control,1
11248, I could call corbyn antisemitism I believed way racist I n't seen anything believe antisemitism gone leadership continue conservatives shown actively support,0
11249, good,0
11250, message approved antifa pussyhats BLM,0
11251, justice system working american values results graph would badge HONOR great president supporters ! stop liberals dead tracks ! notbakingyourcake proudtolovejesus,0
11252, northern ireland explicitly designed british establishment could stop paying attention ireland  indifferent since ,1
11253, shows world useless ineffective are.. little whiny brat.. go cry corner 's nuts ? ? ? oh yeah ... acosta,1
11254, misleading nonsense  like incapable straight news fake,1
11255, antifa ... .it 's bunch cry babies toronto,0
11256, keep coming dear president obama ! words powerful stellar man I sometimes think prophet '' president wise words thinks speaks about. '',0
11257, I wish I could join server without disconnecting ...,0
11258, piece shit,1
11259, withdraw.he hurtng gop chances I credible person.the judge suspect,0
11260, wishing even success future brave really true ambassador pakistan bless thank,0
11261, dems/libs real job ? ? sure lot free time ! !,0
11262, biased liberal like media types still n't realize people tuned long ago wo n't talk  yrs lieberal scandals/rising debt reducing  council jobs make mad !,0
11263, telling knows bum writes  ass  bottom proof higher intelligence need ?,1
11264, moochelle amp obama ? ? ? meh,0
11265, I believe code signaling pedos amp rapists world wide antifa peaceful protest,0
11266, another person blocked camillekruger person n't vulgar sort agenda he\she copy amp pasting every one ed 's tweets amp passing EVERY SINGLE TWEET 's sick amp creepy,0
11267, twitter becoming tumblr  I fucking terrified,1
11268, !,0
11269, fascism right fully represented protected hold left '' account threats tax havens '',0
11270,  trumptards  dirty liberals november I patient first  clear left absolutely zero intention playing rules I hope president trump CRUSHES joke party fullest extent law,1
11271,  either lookin shit somebody else creeps ,1
11272, gun control worked chicago would safe place live,0
11273, heart beautiful interior wonderful wonderful,0
11274, I wish liberals would keep promises,0
11275, bet butt,1
11276, makes sense try MAGA,0
11277, year go history first time civilized nation full gun registration ! streets safer police efficient world follow lead future !  adolf hitler  gun control starts safety '' 's bs '',0
11278, lack morals mother ! abortion murder !,1
11279, 's amazing low liberals go suit political agenda n't believe one bit good feeling pay price produce evidence,1
11280, democrats want gun control ! I say go range practice .. 'll get better ``,1
11281, without even explaining makes wonder think thinking logically I  take news orban assumed twice makes believe take news favourite politicians read news apart ow,0
11282, ahh yes cause woman comes  years later cant believed liberal outrage guy minnesota accused beating wife silent one libs god hypocritical liberals make sick,1
11283, I  bet mock disabled people funny MAGA crowd likes pick weak support powerful like bullies wonder role model ?,1
11284, little moving fast lol,0
11285, jesus evilest cunts,1
11286, dino preaching truth right ! tell masses 's ! ! ! !,0
11287,  concert goers gunned jacksonville mm ruger P NRA blames gun control laws,0
11288, amazing dems  feel owe unborn generations keep ILLEGALS ! !,1
11289, need help packing ?,0
11290, gun control failed reduce homicides homicide rate dropped gun laws however rose enjoy bending knee people n't really give shit though,1
11291, bull ! much G.SOROS paying statements PRESIDENT country ?,0
11292, biggest balls ... saying.maga,0
11293, dumb european government allowed make decision affects entire planet also would even enforce ? going bug every computer world ?,1
11294, manny_ottawa amature political hack nothing PC agenda never credible enough bench  handle truth liberals weakest link joined PC party,0
11295,  % conservatives '' really n't found liberal side aisle crowded,0
11296, feinstein 's gun control policies would deliver even school shooting victims,0
11297, I hope ok finds peace provide happiness need,0
11298, apparently twitter  like ellison post screen capped anyways post elsewhere.. MAGA,0
11299, I know I think  ones  surprised since think liberals want make gun ownership illegal,1
11300, well 's half right ... shit,1
11301, olivia fine infact meeting today discuss approve new project '' replied honestly faith tilted head side frowned little curiosity listened phone call '',0
11302, I warrior many gardensbut without country childrenwhy garden,0
11304, homeoffice releases one terrorist week  year march ? report prior choudary released I home office document full link stream .. questions asked laughable MAGA MEGA MBGA MBGA conservatives muslims migrants,1
11305, JOKE - patrickmouratoglou blatantly used hand signals - also cheated wife serena - got caught went defensive manipulative entitled sideways - story n't race gender equality - 's cheating ACCOUNTABILITY,0
11306, god media using criminals heros push gun control,1
11307,  antifa  violent hide obviously support ,1
11308, discussing !,0
11309, prove little know history new post wep wars failure diplomacy enabled arms industry feeding taxpayers gun control '' last thing mind 've lied pros pay gun manufacturers '',0
11310, harris makes look ignorant daily ! MAGA without !,1
11311, bono fakir always sticking hand someone else  buck may concerts tax evasion lecturing america africa never put money,1
11312, would nice quoted complete answer right constitution guarantee right face accuser enemyofthepeople care pleases,0
11313, conservatives longer conservatives think maxime bernier started new party follow original conservative values,0
11314, one mans evening another 's morning depending XD 's morning,0
11315, afraid liberals screamed transparency ! POTUS screaming keep secret.the truth  want seen.liberals hypocrites amp alphabet agencies bad apples involved soft coup tick tock,1
11316, NICELY SAID DANIEL ! ! ! VERY TRUE ! ! !,0
11317, yeah 's kinda fashy thing right proud boys scumbags wear tshirts saying pinochet nothing wrong '' antifa ones violent ? please 's actual fascist every time brought experience like dude stopped.. '',1
11318, antifa anti-fascist north korea democratic republic,0
11319, might win another term CA liberals 'll  end,0
11320, gee I wonder ? thank trudeau/butts/telford killing ontario 's auto industry using trump derangement syndrome fed deranged MSM try win next election zero seats liberals ! defund CBC !,0
11321, hell offered last year go,1
11322, every one social media platforms arguing racist n't powers manipulate push agendas gain power shit I know exactly ur saying im pretty liberal guy ca n't stand racism discussions,1
11323, anti american wanted bring NFL bc used american sports,0
11324, still 'm even really trying shit em I wan na know everyone saying murdered '' MGK song terrible 's I absolutely get preferring em gon na go successful artist I n't know killed '',1
11325, ? chicago already thf strictest gun control laws country ...,1
11326, yes,0
11327, fake polls,0
11328, brexiters prepared party country pay price gold want keep offshore tax havens individuals interests ! else would knowingly ruin nation people,0
11329, nice list course I gun control I also favor freedom religion people believe whatever horseshit like need keep schools creationism place schools,0
11330, recycling liars,1
11331, term negative knowledge '' strikes knowledge sucked away information goes reverse -- away recipient '',1
11332, I love wet liberals frightened US yet keen deal non-democracy europe,1
11333,  fucking rude,1
11334, I informed process takes  business days transfer credit expired myki card active cards - WTF ! ! ! ? ? ?  people use computers ? ? ? ? ? whatajoke,1
11335, liberals GAG,1
11336, white man commits murder conservatives say mentally ill immigrant commits murder blame religion nationality smear entire nation people bigotry,0
11337, educational system controlled liberals works enslave minds children chains mental enslavement must removed order save future great nation ,1
11338, happen know study qu  ran using film ?,0
11339, ashole gon na eat death,1
11340, using product years I find 're actively twisting political landscape immense power action directly affected attempting damage personally I n't like else,0
11341, ddsl clubs reinvest money  buy houses cars money make ? actually sure serious  kids go every year  lot money think ddsl reinvest,0
11342, I think ask means I n't think talking passion talking destructive behaviors youth sports let expound jumping conclusions I n't think insinuated passion though,0
11343, radicalism like supporting socialism ? ? like antifa smashing windows rioting ? specific ? ?,0
11344, well said remanics thick !,0
11345, radical left ANTIFA victim culture  genders hate speech act aggression free speech limited guns sanctuary cities illegal 's rights open borders trump derangement syndrome voting party platform feelings facts,0
11346, everyone knows political stunt GOP going make justice kavanaugh '' midterm elections whether liberals like 's 's going happen need accept right 're still denial ,0
11347, TY A.J  I ca n't sit watch town destroyed liberals used sorts tactics try destroy I small mighty ,0
11348, beautiful inside outside loves thrill ride VIB 's,0
11349,  learn truth confirmed lot acrimony later details case learned,0
11350, conservatives think know everything,0
11351, explains lot MAGA,0
11352, forgot also president,0
11353, honestly people seriously delusional !  good thing majority fans ottawa educated ! ppl like scary !,1
11354, still coverup bet anonymous writer op-ed NY times sept th ny times ! ! ! ! sr adminstrator potus cud say since refused name writer ... ALL TO STIR UP CRAP WITHIN TRUMP camp ! ! ! maga,1
11355, eyes fucking louder words ! ! ! ! ,1
11356, thursdaythoughts ever admit ways twitter censor conservatives ? seems highly unlikely 's annoying main feed limited stupid black bird ordering return top '' wont even let go back morning,1
11357, active shooter middleton WI several ambulances  stand waiting police clear building MAGA trumptrain keepamericagreat,0
11358, yes correct I  get see either I  thankful  longer office,0
11359, oh yes ! gaddafi real saint least trump world ya know probably viable argument I think ,0
11360, give better term cultist someone change view gun control defend bernie rather admit record awful ?,0
11361, surprised know liberals sacrifice children altar virtue signaling ?,0
11362, done needful sincerely going higher trusted  proven integrity foremost best pretty kemi,0
11363, realm imaginary quite powerful,0
11364, shame tennis hierarchy stole serena proven draw racists upper echelons ca n't handle,1
11365, NRA supported gun control reagan governor california black people began buying guns,0
11366, // yal stupid people tell  back cause like obsessed  BITCH football games walks class literally everything knows exact dates numbers everything reasons I  competition cause  gay,1
11367, antonio ... I believe I vote family ... 's enough tell else I help campaign state going drain life support something must done lunatic liberals destroy ca,0
11368, zarries  start conversation ! larry shipper trash talked ship ! !  petty ass larries stay mention eh ? ! !,1
11369, tories labour GE conservatives conservatives sajidjavid productive discussions new pakistan foreign interior ministers islamabad today agreed improve cooperation anti-corruption amp counter-terrorism - v,0
11370, antifa getting shot brings joy,0
11371, astronauts used ! means A-OK ! BHO photographed making sign means okay ! joke see libs would bite ! boy ! get video back ! apologize ! liberals insane liberalism mental disorder !,0
11372, I relate completely arlene lol,0
11373, totally follow whack job liberals ... unhinged dangerous ! thank ,1
11374, never would I trust especially sold stuck two fingers people UK ! ! votelabour GENOW wearecorbyn unitedwestand,0
11375, n't matter us gave NFL year ago,0
